weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2021-04-24,Region 6,4757.0,4628.0,129.0,90.0,,,1641.0,208.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,Region 6,231.0,223.0,8.0,22.0,4.0,2.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-07-24,Region 7,2158.0,2110.0,48.0,4.0,,,589.0,29.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,Region 7,3163.0,3060.0,103.0,47.0,,,668.0,51.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-09,Region 7,825.0,798.0,27.0,20.0,16.0,11.0,117.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,Region 8,784.0,741.0,43.0,23.0,36.0,6.0,105.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,Region 9,1064.0,989.0,75.0,302.0,29.0,43.0,142.0,57.0,4.0,0.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,
2022-08-27,Region 4,10690.0,10068.0,622.0,147.0,259.0,291.0,1940.0,599.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,Region 4,1682.0,1611.0,71.0,269.0,23.0,28.0,171.0,74.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-06,Region 4,6689.0,6458.0,231.0,4805.0,158.0,59.0,754.0,203.0,48.0,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,
2021-06-12,Region 5,1975.0,1892.0,83.0,5.0,,,592.0,68.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,Region 5,5218.0,5049.0,169.0,1078.0,95.0,55.0,769.0,72.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-11,Region 5,3276.0,3168.0,108.0,206.0,71.0,29.0,351.0,58.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,Region 5,3713.0,3571.0,135.0,3651.0,98.0,37.0,349.0,7.0,3330.0,279.0,2007.0,860.0,1108.0,507.0,804.0,1911.0,134.0,145.0,625.0,740.0,805.0,1160.0,42.0,972.0,136.0,155.0,209.0,215.0,281.0,39.0
2020-10-03,Region 6,6150.0,6057.0,93.0,0.0,,,1289.0,448.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,Region 6,3135.0,2991.0,144.0,2379.0,96.0,47.0,334.0,87.0,62.0,0.0,33.0,12.0,21.0,,,,,,,,,,,,,,,,,
2022-09-17,Region 7,1325.0,1247.0,78.0,16.0,40.0,34.0,235.0,28.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,Region 7,582.0,542.0,37.0,2192.0,25.0,12.0,69.0,3.0,1940.0,234.0,462.0,218.0,239.0,80.0,119.0,274.0,103.0,131.0,336.0,485.0,480.0,639.0,18.0,219.0,20.0,31.0,54.0,64.0,69.0,5.0
2024-02-24,Region 8,454.0,402.0,52.0,254.0,36.0,16.0,69.0,9.0,2.0,0.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,
2022-05-14,Region 9,2324.0,2196.0,128.0,553.0,60.0,60.0,547.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-02,Region 1,1269.0,1260.0,9.0,1.0,,,305.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,Region 1,175.0,168.0,7.0,7.0,5.0,2.0,18.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-12-23,Region 10,704.0,675.0,29.0,378.0,17.0,8.0,104.0,11.0,6.0,0.0,5.0,1.0,4.0,,,,,,,,,,,,,,,,,
2023-11-25,Region 2,2103.0,1971.0,132.0,368.0,78.0,34.0,217.0,50.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,Region 3,1401.0,1360.0,41.0,,,,304.0,43.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,Region 3,274.0,265.0,9.0,72.0,8.0,1.0,40.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-07-03,Region 4,5280.0,5157.0,123.0,70.0,,,1564.0,232.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,Region 4,4103.0,3933.0,170.0,557.0,81.0,60.0,725.0,208.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,Region 5,8549.0,8358.0,191.0,21.0,,,2291.0,351.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,Region 5,547.0,527.0,20.0,26.0,7.0,4.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-03-29,Region 5,1345.0,1279.0,60.0,1782.0,46.0,14.0,167.0,6.0,1617.0,153.0,700.0,522.0,174.0,195.0,290.0,627.0,60.0,93.0,265.0,340.0,395.0,617.0,12.0,158.0,16.0,46.0,103.0,126.0,247.0,4.0
2020-11-21,Region 6,16105.0,15844.0,261.0,206.0,,,3209.0,785.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,Region 7,1689.0,1636.0,53.0,847.0,38.0,9.0,227.0,41.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,Region 8,793.0,751.0,42.0,43.0,32.0,9.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-04-12,Region 8,138.0,127.0,11.0,144.0,9.0,2.0,25.0,0.0,123.0,19.0,194.0,96.0,96.0,16.0,23.0,63.0,8.0,11.0,23.0,23.0,32.0,45.0,2.0,88.0,8.0,11.0,16.0,23.0,46.0,2.0
2022-04-23,Region 9,1546.0,1468.0,78.0,370.0,39.0,39.0,394.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,Region 9,1745.0,1655.0,90.0,94.0,38.0,42.0,279.0,83.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,Region 1,192.0,190.0,2.0,0.0,,,53.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,Region 1,2101.0,2044.0,57.0,245.0,34.0,23.0,267.0,21.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,Region 1,1721.0,1677.0,44.0,157.0,33.0,10.0,212.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-20,Region 1,1484.0,1441.0,43.0,659.0,28.0,15.0,163.0,5.0,10.0,0.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,
2024-04-13,Region 1,291.0,283.0,8.0,298.0,7.0,1.0,29.0,1.0,5.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
2021-05-01,Region 3,3744.0,3652.0,92.0,28.0,,,997.0,140.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,Region 4,35683.0,34472.0,1211.0,207.0,191.0,216.0,6844.0,3581.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,Region 4,11907.0,11398.0,509.0,259.0,245.0,170.0,2305.0,701.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,Region 6,3263.0,3070.0,193.0,2721.0,139.0,53.0,404.0,114.0,52.0,0.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,,
2024-02-17,Region 6,3228.0,3045.0,183.0,1930.0,111.0,68.0,445.0,92.0,43.0,4.0,9.0,7.0,2.0,,,,,,,,,,,,,,,,,
2024-10-12,Region 7,23.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-17,Region 7,111.0,105.0,6.0,67.0,4.0,2.0,10.0,0.0,57.0,10.0,37.0,24.0,13.0,12.0,24.0,59.0,4.0,6.0,12.0,11.0,12.0,22.0,0.0,12.0,1.0,3.0,5.0,6.0,10.0,0.0
2020-09-26,Region 8,1080.0,1036.0,44.0,,,,225.0,47.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-21,Region 9,7869.0,7779.0,90.0,62.0,,,1875.0,31.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,Region 9,4832.0,4612.0,220.0,430.0,123.0,91.0,1175.0,58.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-23,Region 9,1480.0,1413.0,56.0,1008.0,32.0,24.0,219.0,11.0,907.0,91.0,279.0,109.0,169.0,209.0,310.0,675.0,39.0,52.0,244.0,168.0,194.0,301.0,10.0,147.0,22.0,19.0,23.0,28.0,39.0,1.0
2024-08-24,Region 2,723.0,692.0,31.0,17.0,17.0,12.0,90.0,12.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-01,Region 5,7296.0,7101.0,195.0,18.0,,,2033.0,287.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,Region 5,711.0,683.0,28.0,61.0,13.0,8.0,82.0,54.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-05,Region 6,6241.0,6088.0,153.0,0.0,,,1202.0,458.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,Region 7,256.0,241.0,15.0,4.0,11.0,4.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-11-20,Region 8,3246.0,3147.0,99.0,9.0,,,930.0,31.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,Region 8,934.0,843.0,91.0,88.0,42.0,48.0,250.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,Region 9,1694.0,1608.0,86.0,247.0,51.0,35.0,458.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,Region 10,915.0,878.0,37.0,527.0,24.0,6.0,173.0,14.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,Region 2,3987.0,3753.0,234.0,253.0,133.0,72.0,750.0,186.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,Region 3,4834.0,4657.0,177.0,34.0,,,1063.0,127.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,Region 4,7623.0,7326.0,297.0,2343.0,125.0,87.0,1042.0,490.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,Region 4,872.0,830.0,40.0,425.0,23.0,17.0,112.0,2.0,359.0,64.0,233.0,140.0,93.0,147.0,194.0,377.0,30.0,34.0,67.0,71.0,101.0,120.0,2.0,80.0,13.0,23.0,19.0,35.0,63.0,0.0
2025-05-31,Region 4,742.0,703.0,38.0,363.0,29.0,9.0,100.0,1.0,313.0,50.0,135.0,77.0,58.0,106.0,155.0,342.0,21.0,29.0,72.0,64.0,81.0,96.0,0.0,47.0,11.0,8.0,16.0,22.0,31.0,0.0
2024-05-18,Region 5,267.0,254.0,13.0,75.0,4.0,2.0,21.0,9.0,1.0,3.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,
2023-10-28,Region 7,900.0,877.0,23.0,33.0,21.0,2.0,91.0,25.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-15,Region 7,354.0,336.0,15.0,871.0,11.0,4.0,32.0,3.0,791.0,66.0,390.0,255.0,133.0,55.0,80.0,169.0,26.0,40.0,123.0,175.0,210.0,283.0,14.0,126.0,7.0,27.0,54.0,52.0,122.0,2.0
2021-04-03,Region 8,867.0,838.0,29.0,0.0,,,337.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-16,Region 8,327.0,315.0,12.0,48.0,9.0,3.0,38.0,0.0,44.0,4.0,23.0,4.0,19.0,57.0,43.0,177.0,2.0,2.0,16.0,6.0,8.0,14.0,0.0,17.0,2.0,1.0,1.0,0.0,2.0,0.0
2023-12-09,Region 1,1264.0,1235.0,29.0,266.0,25.0,2.0,133.0,24.0,2.0,0.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,
2024-08-17,Region 1,295.0,290.0,5.0,3.0,3.0,2.0,32.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-12-24,Region 10,970.0,932.0,38.0,1101.0,27.0,5.0,155.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-31,Region 2,3159.0,3108.0,51.0,42.0,,,820.0,299.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,Region 2,8649.0,8557.0,92.0,47.0,,,1558.0,174.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,Region 2,3434.0,3284.0,150.0,1280.0,86.0,48.0,405.0,63.0,38.0,1.0,17.0,16.0,1.0,,,,,,,,,,,,,,,,,
2022-10-08,Region 3,2823.0,2701.0,122.0,129.0,47.0,40.0,397.0,76.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-09,Region 4,13594.0,13269.0,325.0,84.0,,,3474.0,1608.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,Region 7,429.0,413.0,16.0,107.0,9.0,7.0,85.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,Region 8,734.0,702.0,32.0,37.0,16.0,15.0,132.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,Region 8,234.0,229.0,5.0,13.0,4.0,1.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,Region 8,589.0,547.0,42.0,953.0,29.0,13.0,60.0,0.0,845.0,108.0,221.0,42.0,179.0,61.0,119.0,307.0,52.0,56.0,187.0,153.0,188.0,317.0,0.0,164.0,15.0,8.0,8.0,12.0,14.0,0.0
2020-09-05,Region 3,1391.0,1353.0,38.0,,,,303.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-21,Region 3,1756.0,1687.0,69.0,130.0,47.0,15.0,205.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,Region 6,19462.0,18962.0,500.0,47.0,,,6338.0,1026.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-15,Region 6,1128.0,1048.0,77.0,4420.0,53.0,24.0,144.0,3.0,3842.0,548.0,812.0,429.0,373.0,151.0,243.0,510.0,300.0,248.0,761.0,872.0,902.0,1307.0,30.0,330.0,43.0,75.0,89.0,106.0,159.0,10.0
2023-07-22,Region 8,223.0,214.0,9.0,5.0,5.0,4.0,31.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,Region 9,2813.0,2684.0,129.0,97.0,67.0,61.0,631.0,32.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,Region 9,808.0,769.0,33.0,890.0,25.0,8.0,102.0,6.0,767.0,121.0,441.0,296.0,144.0,130.0,150.0,387.0,46.0,75.0,201.0,156.0,173.0,237.0,2.0,127.0,17.0,58.0,51.0,51.0,136.0,1.0
2021-03-13,Region 1,1413.0,1392.0,21.0,5.0,,,303.0,157.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,Region 1,2617.0,2557.0,60.0,980.0,38.0,22.0,364.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,Region 1,706.0,690.0,16.0,38.0,6.0,10.0,89.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,Region 1,285.0,278.0,7.0,18.0,5.0,2.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,Region 1,232.0,225.0,7.0,5.0,4.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-11-09,Region 1,439.0,426.0,11.0,43.0,6.0,5.0,23.0,2.0,43.0,0.0,62.0,24.0,38.0,57.0,108.0,238.0,0.0,0.0,3.0,13.0,13.0,14.0,0.0,37.0,1.0,7.0,6.0,2.0,9.0,0.0
2021-01-02,Region 10,1569.0,1552.0,17.0,2.0,,,278.0,163.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-04,Region 10,744.0,716.0,28.0,58.0,16.0,9.0,143.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-22,Region 4,7443.0,7288.0,155.0,114.0,,,2058.0,416.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,Region 4,1376.0,1336.0,40.0,83.0,23.0,16.0,169.0,53.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-10-05,Region 4,392.0,382.0,10.0,69.0,5.0,4.0,43.0,16.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-08-20,Region 5,6234.0,5946.0,288.0,36.0,147.0,106.0,1203.0,124.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Region 6,2956.0,2713.0,243.0,164.0,138.0,97.0,486.0,60.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,Region 6,162.0,156.0,6.0,10.0,2.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-12-19,Region 7,4338.0,4283.0,55.0,35.0,,,600.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,Region 7,3363.0,3226.0,137.0,143.0,69.0,67.0,699.0,48.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,Region 8,299.0,283.0,16.0,227.0,12.0,4.0,31.0,0.0,1.0,0.0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,
2020-09-12,Region 1,288.0,282.0,6.0,,,,63.0,38.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,Region 1,1488.0,1473.0,15.0,1.0,,,364.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,Region 1,1425.0,1384.0,41.0,65.0,20.0,20.0,165.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,Region 1,1672.0,1631.0,41.0,517.0,26.0,14.0,157.0,9.0,17.0,0.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,
2020-09-26,Region 2,1165.0,1054.0,111.0,0.0,,,316.0,88.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,Region 2,2893.0,2754.0,139.0,69.0,65.0,58.0,508.0,89.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,Region 3,2704.0,2630.0,74.0,32.0,,,769.0,114.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,Region 3,1068.0,1011.0,57.0,71.0,41.0,14.0,126.0,27.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-04-20,Region 4,1282.0,1204.0,78.0,485.0,35.0,34.0,154.0,55.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-02-25,Region 5,4128.0,3945.0,183.0,163.0,94.0,59.0,595.0,107.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,Region 5,320.0,302.0,18.0,24.0,10.0,1.0,37.0,14.0,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
2021-07-17,Region 6,5266.0,5154.0,112.0,120.0,,,1783.0,267.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,Region 7,1882.0,1822.0,60.0,8.0,,,428.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,Region 7,1333.0,1280.0,53.0,805.0,36.0,14.0,166.0,17.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,Region 7,265.0,256.0,8.0,346.0,6.0,2.0,27.0,1.0,312.0,28.0,266.0,182.0,83.0,39.0,59.0,131.0,16.0,12.0,40.0,58.0,83.0,131.0,6.0,71.0,12.0,19.0,38.0,41.0,84.0,1.0
2023-10-14,Region 9,2510.0,2408.0,102.0,107.0,56.0,45.0,350.0,75.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-30,Region 9,4887.0,4635.0,252.0,3138.0,159.0,83.0,747.0,166.0,54.0,7.0,33.0,24.0,9.0,,,,,,,,,,,,,,,,,
2020-12-26,Region 1,3636.0,3607.0,29.0,4.0,,,464.0,117.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,Region 1,103.0,102.0,1.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-03-08,Region 2,1182.0,1083.0,82.0,2196.0,69.0,13.0,167.0,17.0,1882.0,297.0,502.0,384.0,113.0,172.0,201.0,543.0,137.0,160.0,309.0,397.0,461.0,715.0,17.0,96.0,17.0,44.0,70.0,79.0,191.0,5.0
2023-07-29,Region 3,618.0,588.0,30.0,73.0,20.0,8.0,72.0,17.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,Region 4,9973.0,9760.0,213.0,144.0,,,2260.0,456.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-08,Region 4,4573.0,4374.0,199.0,423.0,83.0,65.0,687.0,378.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-22,Region 5,2177.0,2038.0,122.0,9070.0,76.0,46.0,267.0,17.0,8376.0,667.0,1344.0,843.0,488.0,356.0,465.0,950.0,329.0,338.0,1217.0,1923.0,2240.0,2996.0,27.0,422.0,66.0,111.0,164.0,208.0,360.0,13.0
2021-01-02,Region 6,22965.0,22702.0,263.0,309.0,,,4278.0,739.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,Region 6,24766.0,24461.0,305.0,173.0,,,4485.0,903.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,Region 8,188.0,167.0,21.0,2.0,17.0,3.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-09-14,Region 8,182.0,162.0,20.0,3.0,9.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-09-30,Region 9,2865.0,2759.0,106.0,82.0,59.0,45.0,425.0,100.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-29,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,AZ,75.0,66.0,9.0,53.0,3.0,6.0,7.0,0.0,44.0,9.0,6.0,4.0,2.0,9.0,8.0,42.0,2.0,7.0,18.0,10.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
2024-07-13,MN,2.0,2.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-16,NJ,343.0,307.0,36.0,218.0,10.0,7.0,37.0,21.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,NJ,290.0,148.0,142.0,89.0,4.0,5.0,16.0,133.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,NJ,450.0,431.0,19.0,1888.0,13.0,6.0,55.0,0.0,1744.0,144.0,218.0,176.0,42.0,61.0,70.0,245.0,63.0,81.0,272.0,350.0,403.0,719.0,0.0,36.0,6.0,16.0,24.0,36.0,100.0,0.0
2025-02-15,NJ,366.0,352.0,14.0,1517.0,8.0,6.0,36.0,0.0,1394.0,123.0,180.0,157.0,23.0,65.0,71.0,180.0,66.0,57.0,194.0,268.0,325.0,607.0,0.0,19.0,4.0,17.0,36.0,32.0,72.0,0.0
2021-06-26,OR,138.0,130.0,8.0,0.0,,,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-08-26,RI,34.0,34.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-04,RI,51.0,50.0,1.0,0.0,0.0,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-15,SC,161.0,157.0,4.0,269.0,2.0,2.0,11.0,0.0,254.0,15.0,41.0,33.0,8.0,17.0,45.0,84.0,3.0,12.0,40.0,55.0,62.0,97.0,0.0,7.0,1.0,7.0,6.0,7.0,13.0,0.0
2023-08-12,VA,236.0,226.0,10.0,32.0,9.0,1.0,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,VA,280.0,277.0,3.0,493.0,2.0,1.0,28.0,0.0,466.0,27.0,151.0,126.0,25.0,50.0,60.0,139.0,8.0,19.0,83.0,123.0,109.0,151.0,0.0,23.0,2.0,23.0,20.0,30.0,53.0,0.0
2023-07-29,WY,10.0,10.0,0.0,2.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,WY,47.0,44.0,3.0,6.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,AZ,290.0,280.0,10.0,13.0,9.0,1.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-17,AZ,318.0,309.0,9.0,204.0,9.0,0.0,26.0,0.0,2.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
2022-12-03,LA,509.0,494.0,15.0,452.0,6.0,3.0,73.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,LA,86.0,81.0,5.0,30.0,4.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-05-08,MN,487.0,474.0,13.0,1.0,,,140.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,MN,515.0,496.0,19.0,37.0,10.0,9.0,67.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,MN,201.0,189.0,12.0,12.0,8.0,4.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,NJ,180.0,178.0,2.0,,,,153.0,38.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,NJ,422.0,403.0,19.0,17.0,15.0,1.0,46.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,NJ,422.0,402.0,20.0,12.0,14.0,6.0,52.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,OR,128.0,127.0,1.0,3.0,1.0,0.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-18,OR,187.0,181.0,6.0,17.0,5.0,1.0,28.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,OR,184.0,176.0,8.0,11.0,7.0,1.0,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,
