weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2023-05-20,WY,20.0,20.0,0.0,1.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,AK,22.0,22.0,0.0,0.0,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,AL,143.0,138.0,5.0,11.0,,,,,,3.0,2.0,30.0,1.0,,,,,,,,,,,,,,,,,
2023-05-27,AR,91.0,87.0,4.0,14.0,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,AS,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,AZ,173.0,168.0,5.0,65.0,,,,,,4.0,1.0,13.0,3.0,,,,,,,,,,,,,,,,,
2023-05-27,CA,1377.0,1338.0,39.0,23.0,,,,,,20.0,9.0,249.0,64.0,,,,,,,,,,,,,,,,,
2023-05-27,CO,130.0,125.0,5.0,10.0,,,,,,4.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,CT,83.0,83.0,0.0,12.0,,,,,,0.0,0.0,9.0,2.0,,,,,,,,,,,,,,,,,
2023-05-27,DC,16.0,12.0,4.0,6.0,,,,,,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,DE,19.0,18.0,1.0,0.0,,,,,,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,FL,807.0,765.0,42.0,141.0,,,,,,10.0,20.0,61.0,47.0,,,,,,,,,,,,,,,,,
2023-05-27,GA,214.0,203.0,11.0,37.0,,,,,,1.0,4.0,24.0,9.0,,,,,,,,,,,,,,,,,
2023-05-27,GU,8.0,7.0,1.0,0.0,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,HI,96.0,59.0,37.0,0.0,,,,,,8.0,29.0,0.0,16.0,,,,,,,,,,,,,,,,,
2023-05-27,IA,39.0,38.0,1.0,4.0,,,,,,1.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,
2023-05-27,ID,35.0,34.0,1.0,2.0,,,,,,1.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,
2023-05-27,IL,329.0,319.0,10.0,37.0,,,,,,9.0,1.0,40.0,3.0,,,,,,,,,,,,,,,,,
2023-05-27,IN,140.0,137.0,3.0,16.0,,,,,,1.0,1.0,10.0,2.0,,,,,,,,,,,,,,,,,
2023-05-27,KS,36.0,36.0,0.0,3.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,KY,108.0,106.0,2.0,11.0,,,,,,1.0,0.0,14.0,4.0,,,,,,,,,,,,,,,,,
2023-05-27,LA,93.0,89.0,4.0,11.0,,,,,,2.0,2.0,14.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,MA,236.0,231.0,5.0,10.0,,,,,,2.0,3.0,23.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,MD,99.0,97.0,2.0,6.0,,,,,,1.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,ME,28.0,27.0,1.0,2.0,,,,,,0.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,MI,232.0,230.0,2.0,18.0,,,,,,0.0,1.0,19.0,4.0,,,,,,,,,,,,,,,,,
2023-05-27,MN,81.0,80.0,1.0,3.0,,,,,,0.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,MO,114.0,113.0,1.0,8.0,,,,,,1.0,0.0,18.0,4.0,,,,,,,,,,,,,,,,,
2023-05-27,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,MS,54.0,51.0,3.0,20.0,,,,,,2.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,MT,23.0,23.0,0.0,3.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,NC,150.0,146.0,4.0,5.0,,,,,,2.0,1.0,14.0,3.0,,,,,,,,,,,,,,,,,
2023-05-27,ND,12.0,10.0,2.0,3.0,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,NE,26.0,26.0,0.0,7.0,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,NH,34.0,34.0,0.0,4.0,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,NJ,147.0,138.0,9.0,20.0,,,,,,6.0,1.0,21.0,2.0,,,,,,,,,,,,,,,,,
2023-05-27,NM,55.0,51.0,4.0,3.0,,,,,,3.0,1.0,8.0,5.0,,,,,,,,,,,,,,,,,
2023-05-27,NV,91.0,83.0,8.0,6.0,,,,,,6.0,2.0,16.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,NY,551.0,537.0,14.0,61.0,,,,,,8.0,6.0,71.0,9.0,,,,,,,,,,,,,,,,,
2023-05-27,OH,300.0,294.0,6.0,14.0,,,,,,2.0,4.0,34.0,7.0,,,,,,,,,,,,,,,,,
2023-05-27,OK,54.0,52.0,2.0,20.0,,,,,,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,
2023-05-27,OR,70.0,68.0,2.0,3.0,,,,,,2.0,0.0,11.0,1.0,,,,,,,,,,,,,,,,,
2023-05-27,PA,252.0,232.0,20.0,57.0,,,,,,12.0,2.0,35.0,11.0,,,,,,,,,,,,,,,,,
2023-05-27,PR,119.0,96.0,23.0,60.0,,,,,,17.0,3.0,8.0,7.0,,,,,,,,,,,,,,,,,
2023-05-27,RI,24.0,24.0,0.0,3.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 1,419.0,413.0,6.0,31.0,,,,,,2.0,4.0,43.0,2.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 10,312.0,306.0,6.0,20.0,,,,,,5.0,1.0,40.0,30.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 2,820.0,774.0,46.0,141.0,,,,,,31.0,10.0,100.0,20.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 3,508.0,476.0,32.0,129.0,,,,,,20.0,6.0,72.0,12.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 4,1682.0,1611.0,71.0,269.0,,,,,,23.0,28.0,171.0,74.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 5,1210.0,1178.0,32.0,90.0,,,,,,13.0,8.0,135.0,30.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 6,1022.0,984.0,38.0,154.0,,,,,,22.0,16.0,180.0,16.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 7,215.0,213.0,2.0,22.0,,,,,,2.0,0.0,26.0,13.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 8,261.0,248.0,13.0,24.0,,,,,,8.0,5.0,46.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,Region 9,1745.0,1655.0,90.0,94.0,,,,,,38.0,42.0,279.0,83.0,,,,,,,,,,,,,,,,,
2023-05-27,SC,83.0,82.0,1.0,17.0,,,,,,1.0,0.0,12.0,1.0,,,,,,,,,,,,,,,,,
2023-05-27,SD,14.0,13.0,1.0,3.0,,,,,,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,TN,123.0,120.0,3.0,27.0,,,,,,3.0,0.0,10.0,9.0,,,,,,,,,,,,,,,,,
2023-05-27,TX,729.0,705.0,24.0,106.0,,,,,,12.0,12.0,147.0,7.0,,,,,,,,,,,,,,,,,
2023-05-27,USA,8194.0,7858.0,336.0,974.0,,,,,,164.0,120.0,1092.0,280.0,,,,,,,,,,,,,,,,,
2023-05-27,UT,62.0,57.0,5.0,5.0,,,,,,3.0,2.0,13.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,VA,87.0,83.0,4.0,50.0,,,,,,2.0,2.0,14.0,1.0,,,,,,,,,,,,,,,,,
2023-05-27,VI,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
2023-05-27,VT,14.0,14.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,WA,185.0,182.0,3.0,15.0,,,,,,2.0,1.0,23.0,27.0,,,,,,,,,,,,,,,,,
2023-05-27,WI,128.0,118.0,10.0,2.0,,,,,,1.0,0.0,17.0,14.0,,,,,,,,,,,,,,,,,
2023-05-27,WV,35.0,34.0,1.0,10.0,,,,,,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-05-27,WY,20.0,20.0,0.0,0.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,AK,19.0,19.0,0.0,3.0,,,,,,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,AL,139.0,131.0,8.0,25.0,,,,,,6.0,2.0,20.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,AR,72.0,65.0,7.0,6.0,,,,,,7.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,AS,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,AZ,191.0,183.0,8.0,65.0,,,,,,3.0,5.0,25.0,3.0,,,,,,,,,,,,,,,,,
2023-06-03,CA,1221.0,1187.0,34.0,48.0,,,,,,20.0,7.0,224.0,37.0,,,,,,,,,,,,,,,,,
2023-06-03,CO,111.0,105.0,6.0,5.0,,,,,,4.0,2.0,19.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,CT,98.0,98.0,0.0,4.0,,,,,,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,DC,15.0,13.0,2.0,3.0,,,,,,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,DE,12.0,12.0,0.0,3.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,FL,835.0,806.0,29.0,148.0,,,,,,18.0,4.0,81.0,46.0,,,,,,,,,,,,,,,,,
2023-06-03,GA,207.0,194.0,13.0,46.0,,,,,,4.0,5.0,25.0,10.0,,,,,,,,,,,,,,,,,
2023-06-03,GU,14.0,10.0,4.0,1.0,,,,,,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,HI,91.0,58.0,33.0,4.0,,,,,,10.0,23.0,3.0,16.0,,,,,,,,,,,,,,,,,
2023-06-03,IA,30.0,29.0,1.0,0.0,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,ID,27.0,26.0,1.0,2.0,,,,,,1.0,0.0,5.0,4.0,,,,,,,,,,,,,,,,,
2023-06-03,IL,304.0,297.0,7.0,22.0,,,,,,5.0,2.0,32.0,2.0,,,,,,,,,,,,,,,,,
2023-06-03,IN,105.0,105.0,0.0,15.0,,,,,,0.0,0.0,11.0,2.0,,,,,,,,,,,,,,,,,
2023-06-03,KS,55.0,54.0,1.0,4.0,,,,,,1.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,KY,86.0,84.0,2.0,5.0,,,,,,2.0,0.0,9.0,14.0,,,,,,,,,,,,,,,,,
2023-06-03,LA,117.0,111.0,6.0,14.0,,,,,,6.0,0.0,13.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,MA,215.0,211.0,4.0,9.0,,,,,,2.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,MD,82.0,80.0,2.0,8.0,,,,,,0.0,2.0,12.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,ME,19.0,19.0,0.0,3.0,,,,,,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,MI,216.0,214.0,2.0,14.0,,,,,,1.0,1.0,14.0,2.0,,,,,,,,,,,,,,,,,
2023-06-03,MN,67.0,65.0,2.0,1.0,,,,,,1.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,MO,116.0,111.0,5.0,8.0,,,,,,4.0,1.0,15.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,MS,51.0,50.0,1.0,10.0,,,,,,1.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,MT,23.0,23.0,0.0,0.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,NC,155.0,154.0,1.0,14.0,,,,,,1.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,ND,14.0,14.0,0.0,1.0,,,,,,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,
2023-06-03,NE,34.0,33.0,1.0,3.0,,,,,,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,NH,29.0,29.0,0.0,1.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,NJ,171.0,169.0,2.0,25.0,,,,,,0.0,0.0,18.0,2.0,,,,,,,,,,,,,,,,,
2023-06-03,NM,40.0,38.0,2.0,2.0,,,,,,1.0,1.0,8.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,NV,82.0,69.0,13.0,6.0,,,,,,6.0,7.0,17.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,NY,533.0,516.0,17.0,46.0,,,,,,6.0,6.0,55.0,12.0,,,,,,,,,,,,,,,,,
2023-06-03,OH,277.0,257.0,20.0,10.0,,,,,,1.0,1.0,37.0,21.0,,,,,,,,,,,,,,,,,
2023-06-03,OK,54.0,53.0,1.0,12.0,,,,,,0.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,OR,72.0,72.0,0.0,3.0,,,,,,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,PA,245.0,236.0,9.0,66.0,,,,,,3.0,1.0,27.0,11.0,,,,,,,,,,,,,,,,,
2023-06-03,PR,126.0,106.0,20.0,73.0,,,,,,16.0,4.0,10.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,RI,22.0,22.0,0.0,1.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 1,394.0,390.0,4.0,18.0,,,,,,2.0,2.0,30.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 10,284.0,281.0,3.0,25.0,,,,,,2.0,1.0,45.0,31.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 2,832.0,793.0,39.0,144.0,,,,,,22.0,10.0,83.0,16.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 3,505.0,484.0,21.0,121.0,,,,,,11.0,5.0,62.0,12.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 4,1651.0,1595.0,56.0,294.0,,,,,,33.0,12.0,183.0,81.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 5,1096.0,1055.0,41.0,69.0,,,,,,11.0,5.0,115.0,42.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 6,975.0,934.0,41.0,117.0,,,,,,29.0,12.0,188.0,15.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 7,235.0,227.0,8.0,15.0,,,,,,6.0,2.0,27.0,2.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 8,251.0,236.0,15.0,12.0,,,,,,7.0,8.0,44.0,3.0,,,,,,,,,,,,,,,,,
2023-06-03,Region 9,1599.0,1507.0,92.0,124.0,,,,,,42.0,43.0,270.0,56.0,,,,,,,,,,,,,,,,,
2023-06-03,SC,85.0,84.0,1.0,26.0,,,,,,1.0,0.0,9.0,2.0,,,,,,,,,,,,,,,,,
2023-06-03,SD,15.0,14.0,1.0,4.0,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,TN,93.0,92.0,1.0,20.0,,,,,,0.0,1.0,14.0,8.0,,,,,,,,,,,,,,,,,
2023-06-03,TX,692.0,667.0,25.0,83.0,,,,,,15.0,10.0,152.0,14.0,,,,,,,,,,,,,,,,,
2023-06-03,USA,7822.0,7502.0,320.0,939.0,,,,,,165.0,100.0,1047.0,259.0,,,,,,,,,,,,,,,,,
2023-06-03,UT,70.0,62.0,8.0,1.0,,,,,,2.0,6.0,13.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,VA,118.0,112.0,6.0,36.0,,,,,,5.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,VI,2.0,2.0,0.0,0.0,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
2023-06-03,VT,11.0,11.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,WA,166.0,164.0,2.0,17.0,,,,,,1.0,1.0,26.0,27.0,,,,,,,,,,,,,,,,,
2023-06-03,WI,127.0,117.0,10.0,7.0,,,,,,3.0,0.0,10.0,15.0,,,,,,,,,,,,,,,,,
2023-06-03,WV,33.0,31.0,2.0,5.0,,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-03,WY,18.0,18.0,0.0,1.0,,,,,,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,AK,32.0,30.0,2.0,2.0,,,,,,2.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,AL,127.0,125.0,2.0,14.0,,,,,,1.0,0.0,25.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,AR,67.0,54.0,13.0,1.0,,,,,,3.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,,
2023-06-10,AS,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,AZ,178.0,167.0,11.0,61.0,,,,,,7.0,4.0,18.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,CA,1256.0,1220.0,36.0,43.0,,,,,,23.0,13.0,221.0,36.0,,,,,,,,,,,,,,,,,
2023-06-10,CO,116.0,103.0,13.0,3.0,,,,,,2.0,0.0,16.0,11.0,,,,,,,,,,,,,,,,,
2023-06-10,CT,88.0,86.0,2.0,6.0,,,,,,2.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,DC,19.0,17.0,2.0,1.0,,,,,,1.0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,DE,12.0,12.0,0.0,0.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,FL,895.0,851.0,44.0,166.0,,,,,,26.0,9.0,111.0,55.0,,,,,,,,,,,,,,,,,
2023-06-10,GA,249.0,235.0,14.0,55.0,,,,,,9.0,5.0,40.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,GU,7.0,7.0,0.0,3.0,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,HI,88.0,58.0,30.0,6.0,,,,,,8.0,22.0,2.0,17.0,,,,,,,,,,,,,,,,,
2023-06-10,IA,35.0,34.0,1.0,4.0,,,,,,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,ID,32.0,31.0,1.0,1.0,,,,,,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,IL,200.0,196.0,4.0,21.0,,,,,,3.0,1.0,22.0,3.0,,,,,,,,,,,,,,,,,
2023-06-10,IN,112.0,109.0,3.0,13.0,,,,,,2.0,1.0,8.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,KS,61.0,61.0,0.0,13.0,,,,,,0.0,0.0,8.0,12.0,,,,,,,,,,,,,,,,,
2023-06-10,KY,54.0,53.0,1.0,5.0,,,,,,0.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,
2023-06-10,LA,130.0,125.0,5.0,14.0,,,,,,5.0,0.0,15.0,27.0,,,,,,,,,,,,,,,,,
2023-06-10,MA,208.0,206.0,2.0,11.0,,,,,,1.0,1.0,19.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,MD,75.0,74.0,1.0,5.0,,,,,,1.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,ME,19.0,19.0,0.0,1.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,MI,167.0,164.0,3.0,14.0,,,,,,2.0,1.0,13.0,4.0,,,,,,,,,,,,,,,,,
2023-06-10,MN,43.0,41.0,2.0,5.0,,,,,,0.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,MO,97.0,97.0,0.0,18.0,,,,,,0.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,MS,33.0,32.0,1.0,17.0,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,MT,16.0,15.0,1.0,2.0,,,,,,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,NC,118.0,118.0,0.0,12.0,,,,,,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,ND,12.0,12.0,0.0,3.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,NE,19.0,19.0,0.0,1.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,NH,34.0,34.0,0.0,0.0,,,,,,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,NJ,160.0,151.0,9.0,13.0,,,,,,0.0,3.0,27.0,6.0,,,,,,,,,,,,,,,,,
2023-06-10,NM,23.0,23.0,0.0,1.0,,,,,,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,NV,103.0,90.0,13.0,11.0,,,,,,6.0,7.0,10.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,NY,514.0,500.0,14.0,39.0,,,,,,3.0,11.0,68.0,12.0,,,,,,,,,,,,,,,,,
2023-06-10,OH,196.0,191.0,5.0,11.0,,,,,,1.0,1.0,17.0,8.0,,,,,,,,,,,,,,,,,
2023-06-10,OK,59.0,59.0,0.0,10.0,,,,,,0.0,0.0,4.0,18.0,,,,,,,,,,,,,,,,,
2023-06-10,OR,76.0,76.0,0.0,6.0,,,,,,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,PA,222.0,213.0,9.0,60.0,,,,,,0.0,1.0,20.0,19.0,,,,,,,,,,,,,,,,,
2023-06-10,PR,148.0,114.0,34.0,61.0,,,,,,25.0,4.0,12.0,5.0,,,,,,,,,,,,,,,,,
2023-06-10,RI,15.0,15.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 1,375.0,371.0,4.0,19.0,,,,,,3.0,1.0,33.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 10,316.0,312.0,4.0,37.0,,,,,,4.0,0.0,54.0,11.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 2,828.0,771.0,57.0,113.0,,,,,,28.0,18.0,107.0,28.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 3,436.0,423.0,13.0,101.0,,,,,,3.0,1.0,52.0,21.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 4,1663.0,1597.0,66.0,317.0,,,,,,39.0,17.0,214.0,76.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 5,844.0,820.0,24.0,75.0,,,,,,8.0,6.0,90.0,25.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 6,919.0,874.0,45.0,101.0,,,,,,27.0,16.0,140.0,70.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 7,212.0,211.0,1.0,36.0,,,,,,0.0,0.0,34.0,14.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 8,247.0,225.0,22.0,12.0,,,,,,6.0,5.0,43.0,12.0,,,,,,,,,,,,,,,,,
2023-06-10,Region 9,1632.0,1542.0,90.0,124.0,,,,,,44.0,46.0,252.0,53.0,,,,,,,,,,,,,,,,,
2023-06-10,SC,94.0,91.0,3.0,21.0,,,,,,2.0,1.0,9.0,4.0,,,,,,,,,,,,,,,,,
2023-06-10,SD,17.0,16.0,1.0,2.0,,,,,,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
2023-06-10,TN,93.0,92.0,1.0,27.0,,,,,,0.0,1.0,9.0,13.0,,,,,,,,,,,,,,,,,
2023-06-10,TX,640.0,613.0,27.0,75.0,,,,,,19.0,8.0,117.0,22.0,,,,,,,,,,,,,,,,,
2023-06-10,USA,7472.0,7146.0,326.0,935.0,,,,,,162.0,110.0,1019.0,311.0,,,,,,,,,,,,,,,,,
2023-06-10,UT,68.0,61.0,7.0,1.0,,,,,,3.0,4.0,15.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,VA,83.0,82.0,1.0,27.0,,,,,,1.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,VI,6.0,6.0,0.0,0.0,,,,,,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
2023-06-10,VT,11.0,11.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,WA,176.0,175.0,1.0,28.0,,,,,,1.0,0.0,28.0,10.0,,,,,,,,,,,,,,,,,
2023-06-10,WI,126.0,119.0,7.0,11.0,,,,,,0.0,0.0,26.0,10.0,,,,,,,,,,,,,,,,,
2023-06-10,WV,25.0,25.0,0.0,8.0,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,
2023-06-10,WY,18.0,18.0,0.0,1.0,,,,,,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,
2023-06-17,AK,23.0,23.0,0.0,6.0,,,,,,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,
2023-06-17,AL,116.0,108.0,8.0,5.0,,,,,,3.0,5.0,16.0,1.0,,,,,,,,,,,,,,,,,
2023-06-17,AR,82.0,72.0,10.0,5.0,,,,,,6.0,4.0,7.0,0.0,,,,,,,,,,,,,,,,,
2023-06-17,AS,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-06-17,AZ,165.0,164.0,1.0,50.0,,,,,,1.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,
2023-06-17,CA,1295.0,1258.0,37.0,36.0,,,,,,19.0,10.0,232.0,54.0,,,,,,,,,,,,,,,,,
2023-06-17,CO,82.0,80.0,2.0,6.0,,,,,,1.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,,
2023-06-17,CT,83.0,83.0,0.0,6.0,,,,,,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,
2023-06-17,DC,16.0,14.0,2.0,1.0,,,,,,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
