weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmadult18to49,numconfc19newadmunk,numconfc19newadmped0to4,numconfc19newadmped5to17,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
2024-04-20,VT,3.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-06-28,VT,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-05,WA,192.0,192.0,0.0,0.0,35.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-07,WA,88.0,86.0,2.0,31.0,9.0,0.0,1.0,1.0,28.0,3.0,2.0,2.0,0.0,16.0,14.0,47.0,2.0,1.0,5.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2022-02-05,DE,300.0,274.0,26.0,0.0,60.0,7.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,DE,103.0,95.0,8.0,6.0,11.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-27,IL,1805.0,1790.0,15.0,6.0,421.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,IL,369.0,356.0,13.0,6.0,28.0,5.0,10.0,3.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
2025-04-05,IL,345.0,296.0,40.0,297.0,56.0,9.0,24.0,16.0,223.0,65.0,182.0,131.0,42.0,51.0,53.0,136.0,24.0,41.0,78.0,46.0,35.0,64.0,9.0,25.0,17.0,24.0,32.0,31.0,44.0,9.0
2023-08-19,MD,210.0,200.0,10.0,6.0,29.0,7.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,ME,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,MO,69.0,64.0,5.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-09-30,MS,127.0,124.0,3.0,20.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2025-06-28,MS,32.0,30.0,0.0,12.0,4.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,5.0,10.0,11.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-29,ND,13.0,9.0,4.0,25.0,0.0,0.0,2.0,2.0,20.0,5.0,27.0,18.0,9.0,0.0,4.0,5.0,5.0,0.0,4.0,1.0,7.0,8.0,0.0,7.0,2.0,3.0,3.0,6.0,6.0,0.0
2022-10-15,VT,59.0,59.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-21,VT,40.0,39.0,1.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,WA,224.0,204.0,20.0,32.0,48.0,2.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,WA,245.0,240.0,5.0,15.0,22.0,0.0,4.0,1.0,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-12-14,DE,25.0,24.0,1.0,15.0,3.0,0.0,0.0,1.0,11.0,4.0,79.0,23.0,56.0,1.0,8.0,12.0,1.0,3.0,4.0,4.0,1.0,2.0,0.0,51.0,5.0,6.0,6.0,3.0,8.0,0.0
2023-10-28,IL,686.0,656.0,30.0,21.0,83.0,6.0,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,IL,233.0,224.0,8.0,36.0,36.0,1.0,7.0,1.0,32.0,4.0,63.0,29.0,34.0,23.0,50.0,115.0,2.0,2.0,5.0,8.0,12.0,7.0,0.0,29.0,5.0,6.0,7.0,6.0,10.0,0.0
2024-02-24,ME,70.0,69.0,1.0,69.0,3.0,0.0,0.0,1.0,5.0,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,
2021-03-27,MO,392.0,372.0,20.0,2.0,81.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,MO,574.0,555.0,19.0,6.0,141.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-07,MO,306.0,298.0,8.0,24.0,30.0,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-16,MO,150.0,142.0,8.0,29.0,16.0,0.0,6.0,2.0,23.0,6.0,36.0,6.0,30.0,18.0,38.0,70.0,4.0,2.0,4.0,5.0,8.0,6.0,0.0,24.0,6.0,2.0,2.0,1.0,1.0,0.0
2020-12-05,MS,951.0,938.0,13.0,11.0,143.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,DE,108.0,96.0,12.0,1.0,10.0,0.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-13,DE,14.0,13.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,GU,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-26,IL,582.0,562.0,20.0,12.0,78.0,4.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-11,IL,809.0,781.0,27.0,1399.0,111.0,1.0,16.0,11.0,1312.0,87.0,556.0,399.0,157.0,103.0,194.0,373.0,53.0,34.0,232.0,287.0,292.0,501.0,0.0,144.0,13.0,73.0,64.0,102.0,160.0,0.0
2021-03-20,MD,723.0,714.0,9.0,0.0,180.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,MD,62.0,61.0,1.0,8.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-05,ME,119.0,118.0,1.0,0.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,ME,43.0,43.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,VI,5.0,4.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-04,VT,45.0,45.0,0.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,WA,633.0,631.0,2.0,0.0,124.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,WA,810.0,787.0,23.0,31.0,203.0,6.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2025-06-14,WA,69.0,65.0,2.0,23.0,6.0,2.0,2.0,0.0,20.0,3.0,2.0,1.0,1.0,9.0,11.0,39.0,0.0,3.0,5.0,2.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-06-03,DE,12.0,12.0,0.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-19,DE,14.0,13.0,1.0,9.0,1.0,0.0,1.0,0.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
2024-06-29,GU,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,IL,1481.0,1425.0,56.0,10.0,308.0,25.0,25.0,18.0,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,MD,117.0,111.0,6.0,129.0,12.0,0.0,4.0,2.0,107.0,22.0,15.0,10.0,5.0,13.0,28.0,58.0,4.0,18.0,32.0,20.0,18.0,37.0,0.0,5.0,0.0,0.0,3.0,1.0,6.0,0.0
2021-07-03,ME,33.0,33.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,ME,150.0,148.0,2.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-29,ND,13.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,ND,49.0,44.0,5.0,31.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-07-16,VT,24.0,21.0,3.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-03,WA,236.0,233.0,3.0,0.0,78.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,WA,580.0,561.0,19.0,44.0,129.0,3.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-30,WA,147.0,144.0,3.0,56.0,23.0,0.0,1.0,2.0,,,16.0,12.0,4.0,,,,,,,,,,,,,,,,,
2021-02-13,IL,1300.0,1286.0,14.0,1.0,260.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-17,MD,587.0,579.0,8.0,261.0,119.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,MO,407.0,391.0,16.0,4.0,90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,VI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23,VI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-04,WA,559.0,543.0,16.0,65.0,124.0,3.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,WA,166.0,164.0,2.0,17.0,26.0,27.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-23,WA,391.0,380.0,11.0,6.0,56.0,0.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,GU,14.0,13.0,1.0,1.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,GU,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,IL,348.0,340.0,8.0,5.0,101.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-17,IL,131.0,126.0,5.0,52.0,25.0,0.0,3.0,2.0,39.0,13.0,20.0,12.0,8.0,18.0,20.0,63.0,9.0,4.0,7.0,4.0,13.0,15.0,0.0,6.0,2.0,1.0,0.0,4.0,7.0,0.0
2022-03-19,MD,186.0,179.0,7.0,19.0,71.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-09,MD,431.0,416.0,15.0,78.0,51.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-03-29,MD,142.0,137.0,5.0,135.0,26.0,0.0,3.0,2.0,121.0,14.0,29.0,24.0,5.0,25.0,27.0,59.0,7.0,7.0,29.0,24.0,21.0,47.0,0.0,5.0,0.0,7.0,2.0,7.0,8.0,0.0
2024-02-03,ME,65.0,63.0,2.0,65.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
2024-10-26,MO,27.0,26.0,0.0,8.0,1.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,3.0,6.0,16.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-23,ND,95.0,86.0,9.0,26.0,9.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-04-01,VT,22.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,VT,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,WA,243.0,238.0,5.0,19.0,34.0,1.0,5.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-03-11,GU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,MD,64.0,61.0,3.0,0.0,12.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-21,MD,290.0,269.0,21.0,9.0,32.0,13.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ME,87.0,83.0,4.0,126.0,14.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-23,MO,798.0,771.0,27.0,224.0,81.0,9.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-01-18,MS,104.0,102.0,1.0,226.0,14.0,1.0,1.0,0.0,208.0,18.0,49.0,34.0,14.0,9.0,27.0,52.0,13.0,5.0,53.0,50.0,40.0,65.0,0.0,14.0,0.0,8.0,7.0,10.0,9.0,1.0
2025-07-05,ND,7.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,VI,14.0,14.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-27,VT,46.0,44.0,2.0,21.0,3.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-10-08,WA,395.0,384.0,11.0,15.0,84.0,3.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,WA,137.0,135.0,2.0,19.0,16.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,WA,85.0,84.0,1.0,165.0,12.0,0.0,0.0,1.0,146.0,16.0,81.0,66.0,14.0,9.0,26.0,37.0,9.0,7.0,23.0,24.0,42.0,57.0,3.0,11.0,3.0,4.0,20.0,11.0,31.0,1.0
2021-08-07,IN,936.0,911.0,25.0,29.0,234.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,NY,1940.0,1854.0,86.0,20.0,315.0,57.0,43.0,35.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,NY,2392.0,2291.0,101.0,466.0,344.0,78.0,64.0,24.0,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,PA,1713.0,1680.0,33.0,19.0,433.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,PA,350.0,320.0,30.0,140.0,64.0,16.0,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,PA,793.0,755.0,38.0,493.0,95.0,48.0,27.0,11.0,98.0,15.0,35.0,27.0,8.0,,,,,,,,,,,,,,,,,
2023-07-22,SD,10.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-05,TX,10618.0,10476.0,142.0,247.0,2128.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,TX,3796.0,3692.0,104.0,61.0,1277.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,TX,1180.0,1113.0,67.0,534.0,181.0,56.0,40.0,27.0,,,,,,,,,,,,,,,,,,,,,,
2023-11-25,IA,215.0,206.0,9.0,27.0,13.0,3.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,IN,159.0,152.0,7.0,7.0,16.0,17.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,IN,220.0,209.0,11.0,1.0,21.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-07-15,NM,30.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,NY,6412.0,6178.0,234.0,18.0,1244.0,747.0,83.0,75.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,IA,20.0,17.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2025-06-07,IN,38.0,37.0,1.0,15.0,3.0,0.0,1.0,0.0,11.0,4.0,2.0,0.0,2.0,4.0,9.0,21.0,0.0,4.0,2.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,NM,219.0,216.0,3.0,3.0,82.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-24,NM,67.0,59.0,8.0,59.0,8.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,NY,4486.0,4321.0,165.0,15.0,862.0,1097.0,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,OH,4017.0,3959.0,58.0,21.0,599.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-07,OH,957.0,927.0,30.0,29.0,292.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-22,PA,619.0,594.0,24.0,1258.0,114.0,1.0,13.0,11.0,1133.0,122.0,376.0,324.0,52.0,91.0,148.0,241.0,43.0,79.0,145.0,246.0,288.0,454.0,3.0,44.0,8.0,37.0,81.0,71.0,135.0,0.0
2024-03-09,SD,41.0,38.0,3.0,37.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-10-05,TN,27.0,26.0,1.0,4.0,4.0,6.0,0.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-03-09,TX,1421.0,1347.0,74.0,637.0,171.0,65.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-12-14,TX,369.0,338.0,31.0,701.0,55.0,0.0,24.0,7.0,581.0,120.0,905.0,279.0,626.0,65.0,66.0,152.0,70.0,50.0,154.0,128.0,119.0,180.0,0.0,550.0,76.0,54.0,67.0,58.0,100.0,0.0
2023-08-12,AL,295.0,280.0,15.0,9.0,56.0,0.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,AL,227.0,209.0,17.0,663.0,30.0,1.0,14.0,3.0,621.0,40.0,81.0,55.0,26.0,38.0,51.0,90.0,18.0,22.0,100.0,166.0,161.0,194.0,2.0,21.0,5.0,7.0,19.0,12.0,17.0,0.0
2021-04-03,IA,255.0,252.0,3.0,3.0,73.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,IA,42.0,41.0,1.0,43.0,4.0,0.0,1.0,0.0,40.0,3.0,23.0,14.0,9.0,3.0,7.0,27.0,1.0,2.0,11.0,9.0,4.0,16.0,0.0,9.0,0.0,0.0,3.0,1.0,10.0,0.0
2023-12-23,IN,951.0,918.0,33.0,374.0,78.0,73.0,23.0,7.0,10.0,0.0,12.0,4.0,8.0,,,,,,,,,,,,,,,,,
2024-03-30,IN,195.0,191.0,4.0,175.0,16.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-02-17,NM,72.0,59.0,13.0,73.0,10.0,0.0,11.0,2.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2023-11-11,NY,1163.0,1113.0,50.0,88.0,137.0,29.0,35.0,10.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-17,NY,391.0,376.0,15.0,63.0,54.0,0.0,11.0,4.0,55.0,8.0,44.0,33.0,11.0,71.0,71.0,180.0,2.0,6.0,16.0,14.0,9.0,16.0,0.0,6.0,5.0,3.0,4.0,9.0,17.0,0.0
2023-09-16,OH,688.0,658.0,30.0,9.0,89.0,18.0,17.0,13.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-02,OH,194.0,181.0,13.0,15.0,26.0,0.0,11.0,2.0,10.0,5.0,52.0,13.0,39.0,26.0,53.0,76.0,2.0,3.0,3.0,1.0,4.0,2.0,0.0,35.0,4.0,3.0,3.0,3.0,4.0,0.0
2025-04-12,OH,220.0,204.0,16.0,166.0,27.0,0.0,8.0,8.0,149.0,17.0,93.0,64.0,29.0,31.0,37.0,109.0,9.0,8.0,27.0,36.0,38.0,48.0,0.0,25.0,4.0,8.0,16.0,14.0,26.0,0.0
2025-06-14,OH,70.0,66.0,4.0,15.0,5.0,0.0,2.0,2.0,14.0,1.0,3.0,3.0,0.0,12.0,14.0,35.0,0.0,1.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2021-06-05,PA,654.0,630.0,24.0,9.0,164.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,PA,301.0,288.0,13.0,11.0,79.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,PA,1008.0,959.0,49.0,35.0,150.0,49.0,27.0,11.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,SD,95.0,91.0,4.0,13.0,13.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,TX,728.0,704.0,24.0,106.0,147.0,7.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,AL,499.0,478.0,21.0,29.0,72.0,4.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,IA,11.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2022-04-23,NM,58.0,55.0,3.0,41.0,25.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2025-07-12,NM,15.0,12.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-09-26,NY,656.0,630.0,26.0,0.0,142.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,OH,609.0,580.0,29.0,99.0,115.0,3.0,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,PA,258.0,244.0,13.0,254.0,33.0,1.0,7.0,6.0,209.0,43.0,103.0,95.0,6.0,51.0,44.0,116.0,15.0,28.0,55.0,42.0,39.0,73.0,2.0,5.0,1.0,9.0,32.0,22.0,32.0,2.0
2022-07-02,SD,90.0,90.0,0.0,1.0,19.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-30,SD,21.0,18.0,3.0,5.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-30,IA,143.0,139.0,4.0,4.0,14.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,IN,451.0,427.0,24.0,59.0,97.0,12.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,NM,7.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,OH,592.0,577.0,15.0,,27.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,OH,42.0,41.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2024-03-02,PA,638.0,618.0,20.0,544.0,81.0,16.0,16.0,3.0,94.0,27.0,16.0,13.0,3.0,,,,,,,,,,,,,,,,,
2022-06-04,SD,49.0,47.0,2.0,1.0,12.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,SD,42.0,41.0,1.0,5.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2023-05-13,TN,157.0,150.0,7.0,15.0,19.0,10.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,TX,1240.0,1170.0,70.0,115.0,329.0,29.0,31.0,39.0,,,,,,,,,,,,,,,,,,,,,,
2023-10-14,TX,1223.0,1158.0,65.0,167.0,189.0,66.0,40.0,25.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-29,AL,1707.0,1685.0,22.0,,241.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,IA,1017.0,961.0,56.0,15.0,309.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,IA,91.0,87.0,4.0,12.0,6.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,IN,913.0,852.0,61.0,11.0,156.0,19.0,17.0,30.0,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,NM,34.0,33.0,1.0,20.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,NM,57.0,47.0,10.0,214.0,12.0,0.0,8.0,2.0,176.0,38.0,82.0,23.0,58.0,10.0,6.0,19.0,13.0,25.0,46.0,43.0,31.0,56.0,0.0,47.0,11.0,8.0,5.0,6.0,4.0,1.0
2021-08-14,OH,1286.0,1249.0,37.0,5.0,360.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,PA,411.0,401.0,10.0,,78.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,PA,576.0,559.0,17.0,42.0,57.0,21.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,TN,313.0,303.0,10.0,10.0,92.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,TN,907.0,895.0,12.0,54.0,196.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,TN,189.0,183.0,6.0,22.0,16.0,17.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,TX,1617.0,1542.0,75.0,1796.0,239.0,63.0,47.0,28.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,AL,652.0,640.0,12.0,29.0,127.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,AL,404.0,388.0,16.0,15.0,66.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,IA,91.0,89.0,2.0,25.0,19.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,IN,349.0,343.0,6.0,9.0,32.0,13.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,NY,3495.0,3363.0,132.0,1291.0,534.0,117.0,74.0,45.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,NY,811.0,774.0,36.0,2945.0,121.0,1.0,18.0,18.0,2666.0,278.0,525.0,390.0,135.0,142.0,156.0,355.0,124.0,154.0,512.0,546.0,622.0,986.0,1.0,116.0,19.0,62.0,62.0,97.0,169.0,0.0
2025-01-25,OH,678.0,647.0,31.0,1699.0,100.0,0.0,18.0,13.0,1477.0,222.0,388.0,215.0,173.0,117.0,139.0,291.0,93.0,129.0,365.0,375.0,344.0,393.0,0.0,157.0,16.0,31.0,51.0,55.0,78.0,0.0
2021-10-30,PA,2065.0,2023.0,42.0,18.0,405.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,
